File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
oa_package/32/91/PMC7073571.tar.gz,J Clin Med. 2020 Feb 11; 9(2):492,PMC7073571,2020-03-20 20:33:22,32054088.0,CC BY
oa_package/b8/6b/PMC7426629.tar.gz,Biosci Rep. 2020 Aug 13; 40(8):BSR20200858,PMC7426629,2020-08-20 20:39:58,32756870.0,CC BY
oa_package/0f/f3/PMC12282565.tar.gz,World J Surg. 2025 Jul 19; 49(7):1951-1959,PMC12282565,2025-07-23 06:25:42,40387199.0,CC BY
oa_package/26/d2/PMC6756405.tar.gz,J Poult Sci. 2018 Apr 25; 55(4):263-268,PMC6756405,2020-02-16 21:56:50,32055184.0,CC BY-NC-SA
oa_package/47/bc/PMC3982477.tar.gz,ScientificWorldJournal. 2014 Mar 25; 2014:587238,PMC3982477,2017-07-12 16:35:55,24790573.0,CC BY
oa_package/c8/23/PMC5686304.tar.gz,Caspian J Intern Med. 2017 Autumn; 8(4):264-268,PMC5686304,2017-12-05 18:44:10,29201316.0,CC BY
oa_package/ff/a7/PMC10350910.tar.gz,Neuropathol Appl Neurobiol. 2023 Feb 29; 49(1):e12875,PMC10350910,2024-07-09 23:25:13,36564356.0,CC BY
oa_package/cd/31/PMC7723491.tar.gz,J Immunol Res. 2020 Nov 30; 2020:8839625,PMC7723491,2020-12-18 10:16:21,33335929.0,CC BY
oa_package/db/b6/PMC11042714.tar.gz,PLoS One. 2024 Apr 24; 19(4):e0299959,PMC11042714,2024-04-27 03:25:24,38656995.0,CC BY
oa_package/e0/02/PMC6444859.tar.gz,Mol Cancer. 2019 Apr 2; 18:72,PMC6444859,2019-04-12 20:19:25,30940192.0,CC BY
oa_package/10/7d/PMC8007314.tar.gz,Emerg Infect Dis. 2021 Apr; 27(4):1032-1038,PMC8007314,2024-04-04 01:25:14,33591249.0,CC BY
oa_package/1a/64/PMC12100033.tar.gz,Europace. 2025 May 23; 27(Suppl 1):euaf085.136,PMC12100033,2025-05-23 20:25:15,,CC BY-NC
oa_package/50/99/PMC6412054.tar.gz,Microb Genom. 2019 Jan 21; 5(1):e000245,PMC6412054,2023-10-05 17:25:18,30663960.0,CC BY
oa_package/73/be/PMC4837979.tar.gz,F1000Res. 2016 May 9; 5:672,PMC4837979,2021-09-13 07:16:31,27134733.0,CC BY
oa_package/75/14/PMC10607732.tar.gz,Int J Mol Sci. 2023 Oct 17; 24(20):15252,PMC10607732,2024-01-26 10:25:11,37894931.0,CC BY
oa_package/14/35/PMC10023088.tar.gz,Chic Med Exam. 1870 Oct; 11(10):625-628,PMC10023088,2023-07-28 20:25:09,37472115.0,CC0
oa_package/4a/c8/PMC6533309.tar.gz,Sci Rep. 2019 May 23; 9:7782,PMC6533309,2024-11-24 09:25:14,31123330.0,CC BY
oa_package/33/11/PMC6304115.tar.gz,R Soc Open Sci. 2018 Dec 5; 5(12):181407,PMC6304115,2024-04-07 17:25:12,30662746.0,CC BY
oa_package/1e/3f/PMC11869762.tar.gz,Drug Des Devel Ther. 2025 Feb 24; 19:1289-1303,PMC11869762,2025-03-05 00:25:13,40026331.0,CC BY-NC
oa_package/7f/28/PMC4941884.tar.gz,Influenza Other Respir Viruses. 2007 Sep 28; 1(5-6):183-187,PMC4941884,2016-07-20 20:07:18,19453425.0,NO-CC CODE
oa_package/60/ed/PMC3141249.tar.gz,Nucleic Acids Res. 2011 Jul 21; 39(13):5513-5525,PMC3141249,2025-05-08 11:25:37,21422074.0,CC BY-NC
oa_package/24/51/PMC10595099.tar.gz,Eur J Public Health. 2023 Oct 24; 33(Suppl 2):ckad160.331,PMC10595099,2024-01-26 00:25:20,,CC BY-NC
oa_package/6a/58/PMC2492881.tar.gz,BMC Bioinformatics. 2008 Jul 22; 9:319,PMC2492881,2024-05-09 14:25:15,18647401.0,CC BY
oa_package/d7/f6/PMC11730535.tar.gz,HGG Adv. 2024 Nov 27; 6(1):100388,PMC11730535,2025-01-28 12:25:14,39604264.0,CC BY-NC-ND
oa_package/23/6d/PMC12711070.tar.gz,J Comp Eff Res.; 15(1):e250146,PMC12711070,2025-12-18 05:25:15,41378753.0,CC BY-NC-ND
oa_package/54/aa/PMC2180492.tar.gz,J Exp Med. 1969 Oct 31; 130(5):1003-1029,PMC2180492,2019-10-21 10:56:16,5347691.0,CC BY-NC-SA
oa_package/60/f5/PMC6052583.tar.gz,J Foot Ankle Res. 2018 Jul 18; 11:42,PMC6052583,2018-07-24 19:41:24,30034544.0,CC BY
oa_package/12/7f/PMC7599600.tar.gz,Biology (Basel). 2020 Oct 6; 9(10):325,PMC7599600,2020-11-02 11:56:16,33036150.0,CC BY
oa_package/4f/03/PMC9656781.tar.gz,Nutrients. 2022 Oct 28; 14(21):4547,PMC9656781,2025-03-28 11:25:16,36364808.0,CC BY
oa_package/bb/bc/PMC9554971.tar.gz,BMC Geriatr. 2022 Oct 12; 22:794,PMC9554971,2024-05-16 18:25:13,36221059.0,CC BY
oa_package/3c/90/PMC12301268.tar.gz,Metabolomics. 2025 Jul 27; 21(4):102,PMC12301268,2025-09-14 20:25:24,40715594.0,CC BY
oa_package/30/07/PMC6241985.tar.gz,Lupus Sci Med. 2018 Nov 5; 5(1):e000290,PMC6241985,2024-04-02 01:25:15,30515297.0,CC BY-NC
oa_package/ca/72/PMC7392713.tar.gz,J Foot Ankle Res. 2020 Jul 29; 13:49,PMC7392713,2020-08-04 20:56:21,32727515.0,CC BY
oa_package/5a/59/PMC9706229.tar.gz,Front Plant Sci. 2022 Nov 15; 13:1072658,PMC9706229,2022-12-02 11:10:17,36457518.0,CC BY
oa_package/33/80/PMC6586948.tar.gz,Urol Case Rep. 2019 Jun 7; 26:100939,PMC6586948,2019-08-28 03:02:41,31275808.0,CC BY-NC-ND
oa_package/00/dc/PMC9522185.tar.gz,Tex Med J (Austin). 1897 Sep; 13(3):149-150,PMC9522185,2023-03-27 11:10:12,36954185.0,CC0
oa_package/e5/b8/PMC6510005.tar.gz,Clin Case Rep. 2019 Apr 16; 7(5):1040-1042,PMC6510005,2023-10-10 20:25:10,31110741.0,CC BY-NC-ND
oa_package/95/52/PMC3704398.tar.gz,BMC Neurosci. 2013 Jul 8; 14(Suppl 1):P17,PMC3704398,2014-09-24 11:17:13,,CC BY
oa_package/cf/cb/PMC11767300.tar.gz,Nanomaterials (Basel). 2025 Jan 15; 15(2):120,PMC11767300,2025-01-31 05:25:44,39852735.0,CC BY
oa_package/f3/49/PMC4073261.tar.gz,Dis Model Mech. 2014 Jul; 7(7):731-733,PMC4073261,2023-06-27 15:25:19,24973741.0,CC BY
oa_package/3f/0c/PMC4935825.tar.gz,Rare Tumors. 2016 Jun 29; 8(2):6204,PMC4935825,2016-07-22 20:08:15,27441076.0,CC BY-NC
oa_package/4f/8d/PMC4806371.tar.gz,Front Microbiol. 2016 Mar 24; 7:381,PMC4806371,2016-04-06 19:05:51,27047486.0,CC BY
oa_package/77/78/PMC5657852.tar.gz,Cureus.; 9(8):e1611,PMC5657852,2017-11-04 21:47:37,29098123.0,CC BY
oa_package/fd/34/PMC7012271.tar.gz,Stem Cells Int. 2019 Dec 31; 2019:7135974,PMC7012271,2024-04-21 22:25:30,32082387.0,CC BY
oa_package/3d/74/PMC9495664.tar.gz,Behav Sci (Basel). 2022 Aug 29; 12(9):311,PMC9495664,2025-08-19 10:25:15,36135115.0,CC BY
oa_package/48/26/PMC3493503.tar.gz,PLoS One. 2012 Nov 8; 7(11):e49079,PMC3493503,2024-11-02 05:25:14,23145076.0,CC BY
oa_package/58/83/PMC8024517.tar.gz,Front Immunol. 2021 Mar 24; 12:649567,PMC8024517,2021-04-12 11:16:22,33841434.0,CC BY
oa_package/2e/4b/PMC523836.tar.gz,PLoS Med. 2004 Oct 19; 1(1):e15,PMC523836,2017-05-19 11:05:34,15526043.0,CC BY
oa_package/13/02/PMC11712645.tar.gz,Alzheimers Dement. 2025 Jan 9; 20(Suppl 9):e094386,PMC11712645,2025-01-10 11:25:16,,CC BY
oa_package/32/1e/PMC9790544.tar.gz,J Magn Reson Imaging. 2022 Dec 30; 56(6):1834-1844,PMC9790544,2022-12-28 19:10:13,35488516.0,CC BY
oa_package/64/4f/PMC3434029.tar.gz,AMB Express. 2012 Aug 9; 2:41,PMC3434029,2025-05-13 19:25:17,22877240.0,CC BY
oa_package/6d/ad/PMC9116560.tar.gz,Dermatol Pract Concept. 2022 Apr 1; 12(2):e2022069,PMC9116560,2022-06-01 11:16:46,35646433.0,CC BY-NC
oa_package/ff/0a/PMC10230922.tar.gz,BMJ Glob Health. 2023 May 29; 8(5):e012064,PMC10230922,2024-09-18 08:25:41,37247871.0,CC BY-NC
oa_package/3a/27/PMC11198529.tar.gz,Indian J Community Med. 2024 May 24 May-Jun; 49(3):489-495,PMC11198529,2024-06-27 13:25:13,38933785.0,CC BY-NC-SA
oa_package/fa/d0/PMC5162508.tar.gz,Ind Med Gaz. 1904 Dec; 39(12):450-455,PMC5162508,2022-11-10 09:10:11,29003790.0,CC BY-NC
oa_package/5b/42/PMC8752681.tar.gz,Sci Rep. 2022 Jan 11; 12:553,PMC8752681,2024-08-19 16:25:38,35017608.0,CC BY
oa_package/78/69/PMC11212768.tar.gz,Sci Adv.; 10(26):eadl2675,PMC11212768,2024-06-29 12:25:12,38941473.0,CC BY
oa_package/82/e8/PMC11226922.tar.gz,JMIR Form Res. 2024 Jun 21; 8:e54074,PMC11226922,2024-07-07 09:25:23,38905627.0,CC BY
oa_package/ff/b1/PMC10313204.tar.gz,Front Psychol. 2023 Jun 16; 14:1172554,PMC10313204,2023-07-03 13:25:09,37397320.0,CC BY
oa_package/87/b1/PMC11405940.tar.gz,JACC Case Rep. 2024 Aug 21; 29(16):102497,PMC11405940,2024-09-19 05:25:44,39295807.0,CC BY-NC-ND
oa_package/6a/55/PMC10557335.tar.gz,BMC Res Notes. 2023 Oct 5; 16:253,PMC10557335,2025-08-28 18:25:15,37798646.0,CC BY
oa_package/e1/2f/PMC12803865.tar.gz,iScience. 2025 Dec 17; 29(1):114300,PMC12803865,2026-01-15 06:25:13,,CC BY-NC-ND
oa_package/26/27/PMC10087695.tar.gz,Anat Rec (Hoboken). 2023 Feb 22; 306(2):298-310,PMC10087695,2024-05-14 14:25:20,36104941.0,CC BY-NC-ND
oa_package/53/1b/PMC7522016.tar.gz,Dis Model Mech. 2020 Sep 25; 13(9):dmm047076,PMC7522016,2020-09-30 20:44:51,,CC BY
oa_package/4e/0c/PMC4579868.tar.gz,Oncol Lett. 2015 Oct 30; 10(4):2055-2062,PMC4579868,2023-07-13 00:25:19,26622795.0,CC BY
oa_package/e2/c8/PMC11630244.tar.gz,J Exp Bot. 2024 Dec 3; 75(22):6898-6902,PMC11630244,2024-12-17 11:25:16,39656672.0,CC BY-NC-ND
oa_package/0c/8e/PMC8390471.tar.gz,Commun Biol. 2021 Aug 26; 4:1013,PMC8390471,2024-04-02 06:25:14,34446827.0,CC BY
oa_package/eb/d3/PMC7055321.tar.gz,Sci Rep. 2020 Mar 4; 10:3976,PMC7055321,2024-11-01 10:25:40,32132600.0,CC BY
oa_package/53/40/PMC3274584.tar.gz,J Headache Pain. 2011 Dec 21; 13(2):175,PMC3274584,2021-04-15 12:16:27,22187019.0,CC BY
oa_package/77/71/PMC5646884.tar.gz,J Glob Oncol. 2016 Nov 2; 3(5):678-679,PMC5646884,2017-11-03 19:36:27,29094106.0,CC BY-NC-ND
oa_package/d1/04/PMC8675741.tar.gz,PLoS One. 2021 Dec 16; 16(12):e0256936,PMC8675741,2021-12-17 21:16:46,34914715.0,CC BY
oa_package/27/ae/PMC12151432.tar.gz,PLoS Comput Biol. 2025 Jun 10; 21(6):e1013058,PMC12151432,2025-06-11 22:25:22,40493670.0,CC BY
oa_package/18/7f/PMC11141892.tar.gz,J Int Soc Prev Community Dent. 2024 Apr 29; 14(2):152-160,PMC11141892,2024-06-03 13:25:12,38827350.0,CC BY-NC-SA
oa_package/a9/9e/PMC2774294.tar.gz,Mol Cancer. 2009 Oct 27; 8:92,PMC2774294,2024-04-17 12:25:13,19860880.0,CC BY
oa_package/78/e8/PMC10188083.tar.gz,Vet Med Sci. 2023 Mar 3; 9(3):1349-1358,PMC10188083,2024-06-01 12:25:13,36867646.0,CC BY
oa_package/35/3f/PMC8326355.tar.gz,Bone Rep. 2021 Jul 20; 15:101108,PMC8326355,2024-04-02 02:25:12,34368408.0,CC BY-NC-ND
oa_package/75/c4/PMC12480878.tar.gz,Commun Med (Lond). 2025 Sep 29; 5:404,PMC12480878,2025-10-01 05:26:11,41023090.0,CC BY-NC-ND
oa_package/ca/08/PMC8035843.tar.gz,Contemp Clin Dent. 2020 Dec 20 Oct-Dec; 11(4):382-386,PMC8035843,2021-04-15 11:16:28,33850406.0,CC BY-NC-SA
oa_package/ed/8a/PMC10013267.tar.gz,BMC Infect Dis. 2023 Mar 14; 23:160,PMC10013267,2025-09-11 10:25:41,36918824.0,CC BY
oa_package/0c/b6/PMC3657692.tar.gz,Neurobiol Aging. 2012 Feb; 33(2):426.e13-426.e21,PMC3657692,2024-05-14 11:25:15,21193246.0,CC BY
oa_package/86/16/PMC8738899.tar.gz,Eur Urol Open Sci. 2022 Jan 3; 35:54-58,PMC8738899,2022-01-13 23:16:39,35024632.0,CC BY-NC-ND
oa_package/14/ea/PMC10704073.tar.gz,J Prev Med Public Health. 2023 Nov 5; 56(6):504-514,PMC10704073,2024-01-28 15:25:10,37817606.0,CC BY-NC
oa_package/4c/42/PMC4899785.tar.gz,Sci Rep. 2016 Jun 9; 6:27584,PMC4899785,2023-07-21 16:25:10,27279465.0,CC BY
oa_package/57/cb/PMC6797542.tar.gz,Microbiol Resour Announc. 2019 Oct 17; 8(42):e01129-19,PMC6797542,2019-10-21 20:24:16,31624153.0,CC BY
oa_package/c1/00/PMC5188091.tar.gz,Hospital (Lond 1886). 1905 May 13; 38(972):122-123,PMC5188091,2018-06-06 20:12:31,29811074.0,CC BY
oa_package/06/20/PMC6335664.tar.gz,Int J Anal Chem. 2019 Jan 3; 2019:9625849,PMC6335664,2019-02-06 15:56:08,30719043.0,CC BY
oa_package/d6/2f/PMC4132607.tar.gz,Cent European J Urol. 2014 Jun 23; 67(2):193-194,PMC4132607,2014-08-25 12:14:17,25140238.0,CC BY-NC-ND
oa_package/0c/49/PMC9955054.tar.gz,Diagnostics (Basel). 2023 Feb 8; 13(4):624,PMC9955054,2023-02-26 10:10:16,36832112.0,CC BY
oa_package/3c/de/PMC3173255.tar.gz,J Exp Med. 2011 Jun 6; 208(6):1163-1177,PMC3173255,2025-05-06 12:25:42,21555485.0,CC BY-NC-SA
oa_package/8e/df/PMC3617629.tar.gz,J Math Anal Appl. 2013 Mar 1; 399(1):252-259,PMC3617629,2015-08-30 22:14:09,23564973.0,CC BY-NC-ND
oa_package/df/66/PMC3529251.tar.gz,Korean J Intern Med. 2012 Dec 27; 27(4):474-477,PMC3529251,2012-12-28 19:07:07,23269893.0,CC BY-NC
oa_package/e4/5c/PMC5173721.tar.gz,Ind Med Gaz. 1937 Jul; 72(7):448a,PMC5173721,2022-11-10 09:10:11,,CC BY-NC
oa_package/bc/41/PMC12768557.tar.gz,Open Mind (Camb). 2025 Dec 18; 9:2066-2091,PMC12768557,2026-01-07 04:25:13,41497529.0,CC BY
oa_package/c3/97/PMC12457718.tar.gz,Perspect Public Health. 2023 Aug 5; 145(5):272-276,PMC12457718,2025-09-24 20:25:35,37542406.0,CC BY
oa_package/57/40/PMC10176062.tar.gz,Transl Oncol. 2023 May 1; 33:101685,PMC10176062,2025-03-25 08:25:13,37137217.0,CC BY-NC-ND
oa_package/24/e6/PMC6196769.tar.gz,Front Plant Sci. 2018 Oct 15; 9:1364,PMC6196769,2024-03-13 22:25:41,30374360.0,CC BY
oa_package/11/c8/PMC11439737.tar.gz,Clin Case Rep. 2024 Sep 29; 12(10):e9141,PMC11439737,2024-10-01 05:25:26,39350912.0,CC BY
oa_package/1a/3b/PMC8473641.tar.gz,Clin Transl Med. 2021 Sep 26; 11(9):e514,PMC8473641,2021-10-01 20:16:33,34586727.0,CC BY
oa_package/d3/f2/PMC10984510.tar.gz,Alzheimers Dement. 2023 Dec 18; 20(3):1771-1783,PMC10984510,2024-04-02 07:25:25,38109286.0,CC BY-NC
oa_package/57/de/PMC12268412.tar.gz,ACS Omega.; 10(27):28907-28919,PMC12268412,2026-01-10 19:25:14,40687025.0,CC BY-NC-ND
oa_package/6e/61/PMC3470032.tar.gz,Orthop Rev (Pavia). 2012 Sep 24; 4(3):e26,PMC3470032,2013-01-16 11:20:44,23066494.0,NO-CC CODE
oa_package/ac/db/PMC7215163.tar.gz,Travel Med Infect Dis. 2020 May 12 September-October; 37:101741,PMC7215163,2024-03-29 09:25:12,32407893.0,NO-CC CODE
oa_package/64/83/PMC10372691.tar.gz,Proc Natl Acad Sci U S A.; 120(30):e2213768120,PMC10372691,2025-08-28 11:25:15,37463211.0,CC BY-NC-ND
oa_package/44/b4/PMC12089940.tar.gz,JAC Antimicrob Resist. 2025 May 20; 7(3):dlaf085,PMC12089940,2025-05-30 22:25:22,40395974.0,CC BY-NC
oa_package/6a/c7/PMC3323241.tar.gz,Emerg Infect Dis. 2004 May; 10(5):924-927,PMC3323241,2025-05-11 13:25:25,15200833.0,CC BY
oa_package/9d/6c/PMC5514036.tar.gz,Sci Rep. 2017 Jul 17; 7:5523,PMC5514036,2017-07-21 01:59:00,28717149.0,CC BY
oa_package/3b/c6/PMC7419120.tar.gz,J Prev Med Hyg. 2020 Jul 4; 61(2):E167-E172,PMC7419120,2020-08-18 08:56:22,32803001.0,CC BY-NC-ND
oa_package/c1/1d/PMC8859588.tar.gz,J Oral Maxillofac Pathol. 2021 Jan 11 Sep-Dec; 25(3):549-550,PMC8859588,2022-03-14 12:16:50,35281137.0,CC BY-NC-SA
oa_package/0d/18/PMC2193773.tar.gz,J Exp Med. 2002 Mar 4; 195(5):571-581,PMC2193773,2023-01-05 23:10:11,11877480.0,CC BY-NC-SA
oa_package/15/90/PMC10892917.tar.gz,Vet Sci. 2024 Feb 17; 11(2):92,PMC10892917,2025-10-08 11:25:29,38393110.0,CC BY
oa_package/5b/81/PMC11281832.tar.gz,Cureus.; 16(6):e63237,PMC11281832,2024-07-29 13:25:13,39070494.0,CC BY
oa_package/7f/b4/PMC10376051.tar.gz,Biology (Basel). 2023 Jul 21; 12(7):1027,PMC10376051,2024-10-21 11:25:36,37508456.0,CC BY
oa_package/de/6a/PMC10505265.tar.gz,Cureus.; 15(8):e43679,PMC10505265,2023-09-19 07:25:21,37724229.0,CC BY
oa_package/95/98/PMC11682127.tar.gz,Sci Rep. 2024 Dec 28; 14:31534,PMC11682127,2024-12-30 09:25:14,39732923.0,CC BY-NC-ND
oa_package/7c/46/PMC12648842.tar.gz,BMC Cancer. 2025 Nov 25; 25:1816,PMC12648842,2025-11-27 05:25:14,41291517.0,CC BY-NC-ND
oa_package/25/6d/PMC10463140.tar.gz,West J Med Phys Sci. 1831 Oct-Dec; 5(3):498b-499,PMC10463140,2023-12-13 11:25:10,38080596.0,CC0
oa_package/18/11/PMC8972668.tar.gz,Reactions Weekly. 2022 Apr 2; 1900(1):316,PMC8972668,2022-06-15 21:07:38,,NO-CC CODE
oa_package/98/bd/PMC6888593.tar.gz,Int J Environ Res Public Health. 2019 Nov 12; 16(22):4419,PMC6888593,2019-12-09 19:21:14,31718072.0,CC BY
oa_package/53/ed/PMC12674172.tar.gz,Rev Esc Enferm USP.; 59:e20250208,PMC12674172,2025-12-04 05:25:13,41335137.0,CC BY
oa_package/17/b3/PMC4440393.tar.gz,Front Psychol. 2015 May 20; 6:661,PMC4440393,2025-06-02 09:25:30,26052296.0,CC BY
oa_package/87/7b/PMC3904201.tar.gz,BMC Genomics. 2013 Dec 16; 14:882,PMC3904201,2023-06-22 01:25:14,24341535.0,CC BY
oa_package/5c/c1/PMC12397434.tar.gz,Sci Rep. 2025 Aug 29; 15:31863,PMC12397434,2025-09-01 04:25:22,40883346.0,CC BY-NC-ND
oa_package/75/95/PMC2735651.tar.gz,PLoS Genet. 2009 Sep 25; 5(9):e1000660,PMC2735651,2025-03-23 09:25:23,19779542.0,CC BY
oa_package/16/5f/PMC11264154.tar.gz,Arch Med Sci. 2020 Jun 12; 20(3):977-983,PMC11264154,2024-07-25 13:25:31,39050161.0,CC BY-NC-SA
oa_package/e0/ce/PMC2983774.tar.gz,Acta Crystallogr Sect E Struct Rep Online. 2010 Mar 31; 66(Pt 4):o1004-o1005,PMC2983774,2024-05-02 21:25:13,21580568.0,CC BY
oa_package/9c/5f/PMC8915155.tar.gz,Physiol Rep. 2022 Mar 11; 10(5):e15201,PMC8915155,2022-03-18 20:16:44,35274818.0,CC BY
oa_package/1c/71/PMC4940700.tar.gz,BMC Med Genet. 2016 Jul 11; 17:43,PMC4940700,2024-10-27 14:25:14,27401010.0,CC BY
oa_package/de/8e/PMC10281581.tar.gz,PLoS One. 2023 Jun 20; 18(6):e0286759,PMC10281581,2023-06-21 14:25:11,37339144.0,CC BY
oa_package/d6/8a/PMC7979331.tar.gz,J Heart Lung Transplant. 2021 Apr 20; 40(4):S144-S145,PMC7979331,2023-02-08 19:10:11,,NO-CC CODE
oa_package/e7/c5/PMC9991006.tar.gz,Genet Med. 2022 May 24; 24(5):1054-1061,PMC9991006,2024-06-15 00:25:40,35339388.0,CC BY-NC-ND
oa_package/6c/37/PMC4867707.tar.gz,PeerJ. 2016 May 10; 4:e1987,PMC4867707,2024-07-10 22:25:23,27190708.0,CC BY
oa_package/83/10/PMC4203141.tar.gz,J Exp Bot. 2014 Nov 28; 65(20):6097-6106,PMC4203141,2024-03-20 16:25:31,25170100.0,CC BY
oa_package/c6/ac/PMC4402585.tar.gz,Nat Prod Bioprospect. 2015 Feb 19; 5(2):61-67,PMC4402585,2024-08-07 01:25:23,25693500.0,CC BY
oa_package/64/62/PMC4472977.tar.gz,Crit Care. 2015 Mar 16; 19(Suppl 1):P492,PMC4472977,2015-06-25 20:08:48,,CC BY
oa_package/fe/dd/PMC11904259.tar.gz,Anatol J Cardiol. 2025 Mar 1; 29(3):E-7-E-8,PMC11904259,2025-03-13 20:25:18,39885709.0,CC BY-NC
oa_package/7e/ee/PMC10611433.tar.gz,eLife.; 12:e82446,PMC10611433,2024-06-25 01:25:29,37728328.0,CC BY
oa_package/82/4b/PMC5731106.tar.gz,Case Rep Oncol. 2017 Nov 10; 10(3):992-997,PMC5731106,2017-12-28 18:36:20,29279704.0,CC BY-NC
oa_package/b7/bf/PMC9552853.tar.gz,Cureus.; 14(9):e29033,PMC9552853,2022-10-14 11:20:35,36237796.0,CC BY
oa_package/38/b2/PMC11463705.tar.gz,Transl Vis Sci Technol. 2024 Oct 7; 13(10):12,PMC11463705,2024-10-10 07:25:35,39374001.0,CC BY-NC-ND
oa_package/1a/76/PMC8536501.tar.gz,Healthc (Amst). 2021 Dec 23; 9(4):100590,PMC8536501,2022-12-21 01:10:10,34700138.0,NO-CC CODE
oa_package/61/ec/PMC10647243.tar.gz,Int J Mol Sci. 2023 Nov 3; 24(21):15952,PMC10647243,2024-10-09 07:25:14,37958935.0,CC BY
oa_package/b8/b0/PMC5179725.tar.gz,Ind Med Gaz. 1916 Jul; 51(7):268b-269,PMC5179725,2022-11-10 09:10:11,,CC BY-NC
oa_package/b1/04/PMC7863687.tar.gz,Facts Views Vis Obgyn.; 12(4):283-289,PMC7863687,2021-02-12 10:16:19,33575677.0,CC BY
oa_package/69/50/PMC8145164.tar.gz,Biology (Basel). 2021 Apr 28; 10(5):383,PMC8145164,2021-06-11 17:16:24,33925248.0,CC BY
oa_package/e8/91/PMC10892845.tar.gz,Toxins (Basel). 2024 Feb 4; 16(2):82,PMC10892845,2024-09-22 18:25:16,38393160.0,CC BY
oa_package/ec/02/PMC5366765.tar.gz,Case Rep Pediatr. 2017 Mar 13; 2017:1652052,PMC5366765,2017-04-08 00:22:34,28386501.0,CC BY
oa_package/e0/bf/PMC4707741.tar.gz,Proc Biol Sci. 2015 Dec 22; 282(1821):20150488,PMC4707741,2024-05-22 14:25:22,26702036.0,CC BY
oa_package/7c/27/PMC7730001.tar.gz,Int J Environ Res Public Health. 2020 Dec 27; 17(23):8832,PMC7730001,2024-03-29 12:25:13,33261100.0,CC BY
oa_package/e4/43/PMC6483211.tar.gz,PLoS One. 2019 Apr 25; 14(4):e0215860,PMC6483211,2019-05-09 20:19:29,31022224.0,CC BY
oa_package/7b/fb/PMC11851006.tar.gz,Brain Commun. 2025 Feb 25; 7(1):fcaf020,PMC11851006,2025-02-27 16:25:19,40008324.0,CC BY
oa_package/9b/c9/PMC11714671.tar.gz,Mater Today Bio. 2024 Dec 6; 30:101384,PMC11714671,2025-01-10 05:25:45,39790486.0,CC BY-NC-ND
oa_package/25/9f/PMC11370011.tar.gz,J Orthop Surg Res. 2024 Sep 2; 19:534,PMC11370011,2024-09-04 06:25:14,39223662.0,CC BY-NC-ND
oa_package/a4/0c/PMC1568110.tar.gz,Environ Health Perspect. 1989 Jul; 82:215-222,PMC1568110,2018-09-04 06:22:27,2792043.0,NO-CC CODE
oa_package/0a/c4/PMC4279366.tar.gz,Biomed Res Int. 2014 Dec 15; 2014:240284,PMC4279366,2023-07-04 15:25:20,25610858.0,CC BY
oa_package/03/bd/PMC4687158.tar.gz,Biomed Eng Online. 2015 Dec 21; 14:117,PMC4687158,2024-03-23 04:25:12,26689430.0,CC BY
oa_package/62/81/PMC11294057.tar.gz,Cureus.; 16(8):e65974,PMC11294057,2024-08-28 10:26:06,39100813.0,CC BY
oa_package/0a/74/PMC8512672.tar.gz,ACS Biomater Sci Eng. 2021 Oct 11; 7(10):4798-4808,PMC8512672,2021-10-14 03:16:35,34515483.0,CC BY
oa_package/49/59/PMC10668031.tar.gz,Dis Model Mech. 2023 Nov 13; 16(11):dmm050219,PMC10668031,2025-08-30 01:25:29,37815460.0,CC BY
oa_package/f7/cc/PMC8382961.tar.gz,Front Immunol. 2021 Aug 10; 12:720133,PMC8382961,2024-05-05 18:25:13,34447385.0,CC BY
oa_package/e2/1f/PMC11856441.tar.gz,Insects. 2025 Feb 5; 16(2):168,PMC11856441,2025-02-27 00:25:31,40003798.0,CC BY
oa_package/35/46/PMC6480145.tar.gz,Sensors (Basel). 2019 Apr 2; 19(7):1597,PMC6480145,2019-04-29 20:56:15,30987014.0,CC BY
oa_package/89/43/PMC10229322.tar.gz,J Vet Intern Med. 2023 Apr 13; 37(3):910-914,PMC10229322,2023-06-02 08:25:19,37057306.0,CC BY-NC-ND
oa_package/92/f0/PMC10499257.tar.gz,PLoS Pathog. 2023 Sep 13; 19(9):e1011623,PMC10499257,2023-09-15 08:25:21,37703276.0,CC0
oa_package/5a/01/PMC9915976.tar.gz,Int J Environ Res Public Health. 2023 Jan 31; 20(3):2583,PMC9915976,2023-02-13 12:10:26,36767949.0,CC BY
oa_package/99/7c/PMC6776029.tar.gz,ISME J. 2019 Jun 11; 13(6):1497-1505,PMC6776029,2024-12-03 20:26:37,30742059.0,CC BY
oa_package/e7/92/PMC7689099.tar.gz,BMJ Open. 2020 Nov 24; 10(11):e038214,PMC7689099,2020-12-07 19:43:43,33234625.0,CC BY-NC
oa_package/5d/3c/PMC11130628.tar.gz,Clin Orthop Surg. 2024 Jun 22; 16(3):485-493,PMC11130628,2024-06-03 13:25:12,38827755.0,CC BY-NC
oa_package/5a/4e/PMC8766672.tar.gz,Front Plant Sci. 2022 Jan 5; 12:810692,PMC8766672,2022-01-24 11:16:40,35069669.0,CC BY
oa_package/fa/49/PMC7275069.tar.gz,Cell Death Dis. 2020 Jun 5; 11(6):424,PMC7275069,2024-12-25 13:25:31,32503970.0,CC BY
